record_name,position,picture,type,conditional_changes,field_name,scale,description,notes,,,,,,,,
A,1013-1013,X(01),AN,,source_of_initial_funds_purchase_indicator,,"SOURCE OF INITIAL FUNDS PURCHASE INDICATOR; values include:
“0” = Not Initial Purchase
“1” = Initial Purchase
“2” = Not Initial Purchase – Share Class Not Reviewed
“3” = Initial Purchase – Share Class Not Reviewed
“4” = Not Initial Purchase – Share Class Reviewed
“5” = Initial Purchase – Share Class Reviewed
“6” = Share Class Reviewed
“7” = Share Class Not Reviewed",,,,,,,,,
A,1014-1014,X(01),AN,,source_of_funds,,"SOURCE OF FUNDS; values include:
“2” = Account Credit Balance/Money Market
“3” = MF/UIT Redemption
“4” = Annuity Redemption
“5” = New Monies
“6” = Other Advisory Account
“7” = Rollover/Qualified Account
“8” = Securities Liquidation",,,,,,,,,
A,1015-1034,X(20),AN,,mips_comment,,MIPS COMMENT,,,,,,,,,
A,1035-1040,X(06),AN,,option_root_id,,OPTION ROOT ID,,,,,,,,,
A,1041-1046,9(06),N,,expiration_date,,"EXPIRATION DATE, in YYMMDD format",,,,,,,,,
A,1047-1047,X(01),AN,,call_put_indicator,,"CALL/PUT INDICATOR; values include:
“B” = Bank Pledge (Call)
“C” = Call
“D” = Bank Pledge (Put)
“E” = Escrow Receipt
“L” = Letter of Credit (Call)
“M” = Letter of Credit (Put)
“P” = Put",,,,,,,,,
A,1048-1055,05)v9(03),N,,strike_price,,STRIKE PRICE,,,,,,,,,
A,1056-1059,X(04),AN,,mbs_mpid,,MORTGAGE-BACKED SECURITIES MARKET PARTICIPANT IDENTIFICATION (MBS MPID),,,,,,,,,
A,1060-1060,X(01),AN,,bunched_trade_indicator,,"BUNCHED TRADE INDICATOR; values include:
“Y” = Bunched trade
“N” = Not a bunched trade",,,,,,,,,
A,1061-1061,X(01),AN,,confirm_print_indicator,,"CONFIRM PRINT INDICATOR; values include:
“Y” = Duplicate corrected confirm generated
“N” = Not applicable",,,,,,,,,
A,1062-1077,X(16),AN,,international_non_dollar_symbol,,INTERNATIONAL NON-DOLLAR SYMBOL,,,,,,,,,
A,1078-1078,X(01),AN,,cmta_indicator,,"CMTA INDICATOR; values include:
“1” = CMTA out
“2” = CMTA in
“” = Not Applicable",,,,,,,,,
A,1079-1082,X(04),AN,,cmta_broker_number,,CMTA BROKER NUMBER,,,,,,,,,
A,1083-1084,X(02),AN,,confirmation_code_one,,CONFIRMATION CODE ONE; see Appendix S for values,,,,,,,,,
A,1085-1086,X(02),AN,,confirmation_code_two,,CONFIRMATION CODE TWO; see Appendix S for values,,,,,,,,,
A,1087-1088,X(02),AN,,confirmation_code_three,,CONFIRMATION CODE THREE; see Appendix S for values,,,,,,,,,
A,1089-1090,X(02),AN,,confirmation_code_four,,CONFIRMATION CODE FOUR; see Appendix S for values,,,,,,,,,
A,1091-1108,9(09)v9(09),N,,prevailing_market_price,,PREVAILING MARKET PRICE (PMP); applies to Brokerage only; all zeroes represents “not provided”,,,,,,,,,
A,1109-1126,9(16)v9(02),N,,total_amount_of_mark_up_down,,TOTAL AMOUNT OF MARK UP/DOWN; applies to Brokerage only; this is the mark up amount for a buy trade or the mark down amount for a sell trade,,,,,,,,,
A,1127-1127,X(01),AN,,total_amount_of_mark_up_down_sign,,"TOTAL AMOUNT OF MARK UP/DOWN SIGN; applies to Brokerage only; values include:
“+” = Positive value
“-” = Negative value
“” = Not Applicable or Zeroes",,,,,,,,,
A,1128-1136,9(04)v9(05),N,,prevailing_market_price_percent,,PREVAILING MARKET PRICE PERCENT; applies to Brokerage only; the sign for the percentage is the same as the sign for the Mark Up/Mark Down in position 1127,,,,,,,,,
A,1137-1148,9(12),N,,expanded_execution_time,,"EXPANDED EXECUTION TIME, in HHMISSNNNNNN format",,,,,,,,,
A,1149-1157,X(09),AN,,error_account_number,,ERROR ACCOUNT NUMBER; for cancels and corrections,,,,,,,,,
A,1158-1158,X(01),AN,,reserved,,Reserved,,,,,,,,,
A,1159-1241,X(83),AN,,not_used,,Not Used,,,,,,,,,
A,1242-1249,X(08),AN,,for_pershing_internal_use_only_fist,,For Pershing Internal Use Only (FIST),,,,,,,,,
A,1250-1250,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record A,,,,,,,,,
B,001-002,X(02),AN,,transaction_code,,"TRANSACTION CODE; values include:
“GE” = GTDE
“GS” = GSDE",,,,,,,,,
B,003-003,X(01),AN,,record_indicator_value,,RECORD INDICATOR VALUE = “B”,,,,,,,,,
B,004-011,9(08),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “00000001”,,,,,,,,,
B,012-021,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (5), Check Digit (1), Type (1); see Record A position 012-021 for Type values",,,,,,,,,
B,022 - 022,X(01),AN,,not_used,,Not Used,,,,,,,,,
B,023 - 025,X(03),AN,,ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
B,026-042,X(17),AN,,not_used,,Not Used,,,,,,,,,
B,043 - 060,9(13)v9(05),N,,quantity,,QUANTITY,,,,,,,,,
B,061 - 061,X(01),AN,,quantity_sign,,"QUANTITY SIGN; values include:
“+” = Positive Quantity
“-” = Negative Quantity
“ ” = Not Applicable or Zeroes",,,,,,,,,
B,062 - 079,9(09)v9(09),N,,price,,PRICE; the actual price of the customer transaction; displays on confirmations,,,,,,,,,
B,080 - 082,X(03),AN,,trade_currency,,"TRADE CURRENCY; see Appendix N, “Currency Codes”",,,,,,,,,
B,083 - 083,X(01),AN,,basis_price_indicator,,"BASIS PRICE INDICATOR; indicates how the price was entered; values include:
“ ” = Dollar Price
“1” = Yield
“D” = Discount
“2” = Mutual Fund",,,,,,,,,
B,084 - 100,9(08)v9(09),N,,yield,,YIELD,,,,,,,,,
B,101 - 101,X(01),AN,,yield_sign,,"YIELD SIGN; values include:
“+” = Positive Yield
“-” = Negative Yield
“ ” = Not Applicable",,,,,,,,,
B,102 - 118,9(08)v9(09),N,,yield_to_worst,,YIELD TO WORST,,,,,,,,,
B,119 - 119,X(01),AN,,yield_to_worst_sign,,"YIELD TO WORST SIGN; values include:
“+” = Positive Yield to Worst
“-” = Negative Yield to Worst
“” = Not Applicable",,,,,,,,,
B,120 - 121,X(02),AN,,yield_to_worst_code,,"YIELD TO WORST CODE; values include:
“M” = Yield to Maturity
“O” = Yield to Par
“C” = Yield to Call
“P” = Yield to Put
“R” = Yield to Pre-refunded
“” = Not Applicable",,,,,,,,,
B,122 - 139,9(16)v9(02),N,,pershing_charge,,PERSHING CHARGE; contractual fee rendered based on Pershing relationship,,,,,,,,,
B,140 - 140,X(01),AN,,pershing_charge_sign,,"PERSHING CHARGE SIGN; values include:
“+” = Amount Charged
“-” = Amount Credited
“ ” = Not Applicable or Zeroes",,,,,,,,,
B,141 - 158,9(16)v9(02),N,,transaction_fee,,TRANSACTION FEE (SEC FEE),,,,,,,,,
B,159 - 159,X(01),AN,,transaction_fee_sign,,"TRANSACTION FEE SIGN
“+” = Amount Charged
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,160 - 177,9(16)v9(02),N,,rebate_amount,,REBATE AMOUNT; amount rebated to your firm,,,,,,,,,
B,178 - 178,X(01),AN,,rebate_amount_sign,,"REBATE AMOUNT SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,179 - 196,9(16)v9(02),N,,net_amount,,"NET AMOUNT; principal, plus/minus interest, plus/minus fees. Note: This amount is in settlement currency.",,,,,,,,,
B,197 - 197,X(01),AN,,net_amount_sign,,"NET AMOUNT SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,198 - 200,X(03),AN,,settlement_currency,,"SETTLEMENT CURRENCY; see Appendix N, “Currency Codes”",,,,,,,,,
B,201 - 218,9(09)v9(09),N,,settlement_currency_exchange_rate,,SETTLEMENT CURRENCY EXCHANGE RATE,,,,,,,,,
B,219 - 219,X(01),AN,,settlement_currency_multiply_divide_code,,"SETTLEMENT CURRENCY MULTIPLY/DIVIDE CODE;
values include:
“M” = Multiply
“D” = Divide",,,,,,,,,
B,220 - 237,9(13)v9(05),N,,accrued_interest,,ACCRUED INTEREST (Fixed Income products only),,,,,,,,,
B,238 - 238,X(01),AN,,accrued_interest_sign,,"ACCRUED INTEREST SIGN; values include:
“+” = Amount Charged
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,239 - 256,9(16)v9(02),N,,service_charge_for_ibd,,SERVICE CHARGE FOR IBD,,,,,,,,,
B,257 - 257,X(01),AN,,service_charge_sign,,"SERVICE CHARGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“
” = Not Applicable or Zeroes",,,,,,,,,
B,258 - 275,9(16)v9(02),N,,postage,,POSTAGE (sometimes referred to as CONFIRM FEE),,,,,,,,,
B,276 - 276,X(01),AN,,postage_sign,,"POSTAGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,277 - 277,X(01),AN,,commission_sales_credit_type,,"COMMISSION/SALES CREDIT TYPE; values include:
“1” = Sales Credit Rate
“2” = Commission by Discount
“3” = Commission by Rate
“4” or “A” = Commission by Amount
“5” = Zero Commission
“6” = Sales Credit Flat Amount
“7” = Percentage of Principal
“” = Not Applicable",,,,,,,,,
B,278 - 295,9(16)v9(02),N,,commission,,COMMISSION,,,,,,,,,
B,296 - 296,X(01),AN,,commission_sign,,"COMMISSION SIGN; values include:
“+” = Amount charged (same for Buy or Sell)
“ ” = Not Applicable or Zeroes",,,,,,,,,
B,297 - 303,9(03)v9(04),N,,commission_percent_discount,,COMMISSION PERCENT DISCOUNT,,,,,,,,,
B,304 - 314,X(11),AN,,not_used,,Not Used,,,,,,,,,
B,315 - 332,9(16)v9(02),N,,sales_credit,,SALES CREDIT,,,,,,,,,
B,333 - 333,X(01),AN,,sales_credit_sign,,"SALES CREDIT SIGN; values include:
“+” = Amount charged (same for Buy or Sell)
“” = Not Applicable or Zeroes",,,,,,,,,
B,334 - 351,9(16)v9(02),N,,contingent_deferred_sales_charge_cdsc,,CONTINGENT DEFERRED SALES CHARGE (CDSC),,,,,,,,,
B,352 - 352,X(01),AN,,cdsc_sign,,"CDSC SIGN; values include:
“+” = Positive
“-” = Negative
“” = Not Applicable or Zeroes",,,,,,,,,
B,353 - 370,9(16)v9(02),N,,base_commission,,BASE COMMISSION (This is what the commission would be without any discounts applied.),,,,,,,,,
B,371 - 371,X(01),AN,,base_commission_sign,,"BASE COMMISSION SIGN; values include:
“+” = Amount Debited (same for Buy or Sell)
“-” = Amount Credited (same for Buy or Sell)
“ ” = Not Applicable or Zeroes",,,,,,,,,
B,372 - 389,9(16)v9(02),N,,equity_mark_up_mark_down,,EQUITY MARK UP/MARK DOWN; the difference between the customer’s price (062-079) and the dealer’s purchase/sale (reported) price (784-811),,,,,,,,,
B,390 - 390,X(01),AN,,equity_mark_up_mark_down_sign,,"EQUITY MARK UP/MARK DOWN SIGN; values include:
“+” = Mark Down Amount
“-” = Mark Up Amount
“
” = Not Applicable or Zeroes",,,,,,,,,
B,391 - 408,9(16)v9(02),N,,principal,,PRINCIPAL,,,,,,,,,
B,409 - 409,X(01),AN,,principal_sign,,"PRINCIPAL SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,410 - 427,9(16)v9(02),N,,execution_charge,,EXECUTION CHARGE,,,,,,,,,
B,428 - 428,X(01),AN,,execution_charge_sign,,"EXECUTION CHARGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,429 - 429,X(01),AN,,execution_only_indicator,,"EXECUTION ONLY INDICATOR; values include:
“Y” = Execution Only
“” = Not Applicable",,,,,,,,,
B,430 - 447,9(16)v9(02),N,,settlement_fee,,SETTLEMENT FEE – CUSTOMER (Clearance Charge),,,,,,,,,
B,448 - 448,X(01),AN,,settlement_fee_sign,,"SETTLEMENT FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,449 - 449,X(01),AN,,clearance_only_indicator,,"CLEARANCE ONLY INDICATOR; values include:
“Y” = Clearance Only
“N” = Pershing execution",,,,,,,,,
B,450 - 467,9(16)v9(02),N,,foreign_receive_deliver_charge,,FOREIGN RECEIVE/DELIVER CHARGE,,,,,,,,,
B,468 - 468,X(01),AN,,foreign_receive_deliver_charge_sign,,"FGN RECEIVE/DELIVER CHARGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,469 - 486,9(16)v9(02),N,,ntf_redemption_fee,,NTF REDEMPTION FEE; includes base redemption fee for NTF eligible trades and add-on fee,,,,,,,,,
B,487 - 487,X(01),AN,,ntf_redemption_fee_sign,,"NTF REDEMPTION FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,488 - 505,9(16)v9(02),N,,ntf_redemption_add_on_fee,,NTF REDEMPTION ADD-ON FEE,,,,,,,,,
B,506 - 506,X(01),AN,,ntf_redemption_add_on_fee_sign,,"NTF REDEMPTION ADD-ON SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,507 - 524,9(16)v9(02),N,,mutual_fund_exchange_fee,,MUTUAL FUND EXCHANGE FEE,,,,,,,,,
B,525 - 525,X(01),AN,,mutual_fund_exchange_fee_sign,,"MF EXCHANGE FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,526 - 543,9(16)v9(02),N,,srs_fund_exchange_fee,,SRS FUND EXCHANGE FEE,,,,,,,,,
B,544 - 544,X(01),AN,,srs_fund_exchange_fee_sign,,"SRS FUND EXCHANGE FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,545 - 562,9(16)v9(02),N,,handling_fee,,HANDLING FEE,,,,,,,,,
B,563 - 563,X(01),AN,,handling_fee_sign,,"HANDLING FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,564 - 581,9(16)v9(02),N,,stamp_duty,,STAMP DUTY,,,,,,,,,
B,582 - 582,X(01),AN,,stamp_duty_sign,,"STAMP DUTY SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,583 - 600,9(16)v9(02),N,,prime_broker_fee,,PRIME BROKER FEE,,,,,,,,,
B,601 - 601,X(01),AN,,prime_broker_fee_sign,,"PRIME BROKER FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,602 - 621,X(20),AN,,ibd_misc_charge_label,,IBD MISCELLANEOUS CHARGE LABEL,,,,,,,,,
B,622 - 639,9(16)v9(02),N,,ibd_misc_charge,,IBD MISCELLANEOUS CHARGE,,,,,,,,,
B,640 - 640,X(01),AN,,ibd_misc_charge_sign,,"IBD MISCELLANEOUS CHARGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,641 - 660,X(20),AN,,streetside_misc_charge_label,,STREETSIDE MISCELLANEOUS CHARGE LABEL,,,,,,,,,
B,661 - 678,9(16)v9(02),N,,streetside_misc_charge,,STREETSIDE MISCELLANEOUS CHARGE,,,,,,,,,
B,679 - 679,X(01),AN,,streetside_misc_charge_sign,,"STREETSIDE MISC. CHARGE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,680 - 697,9(16)v9(02),N,,transaction_levy,,TRANSACTION LEVY,,,,,,,,,
B,698 - 698,X(01),AN,,transaction_levy_sign,,"TRANSACTION LEVY SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,699 - 716,9(16)v9(02),N,,transfer_stamp_fee,,TRANSFER STAMP FEE,,,,,,,,,
B,717 - 717,X(01),AN,,transfer_stamp_fee_sign,,"TRANSFER STAMP FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,718 - 735,9(16)v9(02),N,,transfer_tax,,TRANSFER TAX,,,,,,,,,
B,736 - 736,X(01),AN,,transfer_tax_sign,,"TRANSFER TAX SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,737 - 754,9(16)v9(02),N,,customer_confirm_fee,,CUSTOMER CONFIRM FEE,,,,,,,,,
B,755 - 755,X(01),AN,,customer_confirm_fee_sign,,"CUSTOMER CONFIRM FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,756 - 773,9(16)v9(02),N,,ibd_confirm_fee,,IBD CONFIRM FEE,,,,,,,,,
B,774 - 774,X(01),AN,,ibd_confirm_fee_sign,,"IBD CONFIRM FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,775 - 792,9(16)v9(02),N,,foreign_financial_transaction_tax,,FOREIGN FINANCIAL TRANSACTION TAX (was “VALUE ADDED TAX”),,,,,,,,,
B,793 - 793,X(01),AN,,foreign_financial_transaction_tax_sign,,"FOREIGN FINANCIAL TRANSACTION TAX SIGN; values:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,794 - 811,9(09)v9(09),N,,reported_price,,REPORTED PRICE; the dealer’s purchase/sale price,,,,,,,,,
B,812 - 815,X(04),AN,,not_used,,Not Used,,,,,,,,,
B,816 - 835,X(20),AN,,additional_trailer_line_one,,ADDITIONAL TRAILER LINE ONE,,,,,,,,,
B,836 - 855,X(20),AN,,additional_trailer_line_two,,ADDITIONAL TRAILER LINE TWO,,,,,,,,,
B,856 - 875,X(20),AN,,additional_trailer_line_three,,ADDITIONAL TRAILER LINE THREE,,,,,,,,,
B,876 - 895,X(20),AN,,additional_trailer_line_four,,ADDITIONAL TRAILER LINE FOUR,,,,,,,,,
B,896 - 915,X(20),AN,,additional_trailer_line_five,,ADDITIONAL TRAILER LINE FIVE,,,,,,,,,
B,916 - 935,X(20),AN,,additional_trailer_line_six,,ADDITIONAL TRAILER LINE SIX,,,,,,,,,
B,936 - 955,X(20),AN,,freeform_lot_information_1,,FREEFORM LOT INFORMATION (1),,,,,,,,,
B,956 - 975,X(20),AN,,freeform_lot_information_2,,FREEFORM LOT INFORMATION (2),,,,,,,,,
B,976 - 995,X(20),AN,,freeform_lot_information_3,,FREEFORM LOT INFORMATION (3),,,,,,,,,
B,996 - 1013,9(16)v9(02),N,,transaction_sec_fee,,TRANSACTION (SEC) FEE (less option regulatory fee),,,,,,,,,
B,1014 - 1014,X(01),AN,,transaction_sec_fee_sign,,"TRANSACTION (SEC) FEE (less option regulatory fee) SIGN; values include:
“+” = Amount Charged
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,1015 - 1032,9(16)v9(02),N,,option_regulatory_fee,,OPTION REGULATORY FEE,,,,,,,,,
B,1033 - 1033,X(01),AN,,option_regulatory_fee_sign,,"OPTION REGULATORY FEE SIGN; values include:
“+” = Amount Charged
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,1034 - 1034,X(01),AN,,alternate_security_id_1_type,,"ALTERNATE SECURITY ID #1 TYPE, value includes:
“I” = ISIN",,,,,,,,,
B,1035 - 1046,X(12),AN,,alternate_security_id_1,,ALTERNATE SECURITY ID #1,,,,,,,,,
B,1047 - 1047,X(01),AN,,alternate_security_id_2_type,,Reserved for ALTERNATE SECURITY ID #2 TYPE,,,,,,,,,
B,1048 - 1059,X(12),AN,,alternate_security_id_2,,Reserved for ALTERNATE SECURITY ID #2,,,,,,,,,
B,1060 - 1077,9(16)v9(02),N,,net_amount_in_usde,,NET AMOUNT IN USDE,,,,,,,,,
B,1078 - 1078,X(01),AN,,net_amount_in_usde_sign,,"NET AMOUNT IN USDE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,1079 - 1096,9(16)v9(02),N,,international_foreign_trading_fee,,INTERNATIONAL FOREIGN TRADING FEE,,,,,,,,,
B,1097 - 1097,X(01),AN,,international_foreign_trading_fee_sign,,"INTL. FOREIGN TRADING FEE SIGN; values include:
“+” = Amount Debited
“-” = Amount Credited
“” = Not Applicable or Zeroes",,,,,,,,,
B,1098 - 1098,X(01),AN,,alternative_trading_system_ats_indicator,,"ALTERNATIVE TRADING SYSTEM (ATS) INDICATOR; for MSRB reporting (effective 3Q 2018, TBA); values include:
“Y” = Yes
“” = Not Applicable",,,,,,,,,
B,1099 - 1102,X(04),AN,,alternative_trading_system_ats_mpid,,ALT. TRADING SYSTEM (ATS) MPID; for TRACE reporting,,,,,,,,,
B,1103 - 1224,X(122),AN,,not_used,,Not Used,,,,,,,,,
B,1225 - 1228,9(04),N,,pershing_internal_version_number,,PERSHING INTERNAL VERSION NUMBER,,,,,,,,,
B,1229 - 1248,X(20),AN,,pershing_internal_trade_reference_number,,PERSHING INTERNAL TRADE REFERENCE NUMBER,,,,,,,,,
B,1249 - 1249,X(01),AN,,pershing_internal_use,,Pershing Internal Use,,,,,,,,,
B,1250 - 1250,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record B,,,,,,,,,
TRAILER,001-018,X(18),AN,,not_used,,Literally “EOFPERSHING” (end of Pershing file),,,,,,,,,
TRAILER,019-036,X(18),AN,,not_used,,"Literally GTDE = “GLBL/DOMESTIC TRDS”
GSDE = “GLBL/DOMESTIC S/D”",,,,,,,,,
TRAILER,037-046,X(10),AN,,not_used,,Literally “DATA OF”,,,,,,,,,
TRAILER,047-056,X(10),AN,,date_of,,DATE OF DATA = “MM/DD/CCYY”,,,,,,,,,
TRAILER,057-067,X(11),AN,,not_used,,Literally “TO REMOTE”,,,,,,,,,
TRAILER,068-071,X(04),AN,,remote_id,,REMOTE ID = “XXXX”,,,,,,,,,
TRAILER,072-105,X(34),AN,,not_used,,Literally“ENDS HERE. TOTAL DETAIL RECORDS:”,,,,,,,,,
TRAILER,106-115,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,,,,,,,,,
TRAILER,116-1249,"X(1,134)",AN,,not_used,,Not Used,,,,,,,,,
TRAILER,1250-1250,X(01),AN,,not_used,,Literally “Z”; indicates the end of the trailer record,,,,,,,,,
